easting,northing,tangent_derivative,inclination_deg
3.332306382674101042e+05,4.979948362032035366e+06,-3.688284798764086547e-01,-2.024541069956597994e+01
3.332302563611425576e+05,4.979950061659061350e+06,-3.678034483095428686e-01,-2.019369614278040004e+01
3.332298978291429230e+05,4.979951749560223892e+06,-3.627284374435269521e-01,-1.993714815954004038e+01
3.332295311196891125e+05,4.979953426558497362e+06,-3.524235940684687929e-01,-1.941366015186230243e+01
3.332291325690153171e+05,4.979955093271111138e+06,-3.429581365818714644e-01,-1.892982210796677478e+01
3.332286700459516142e+05,4.979956728303729557e+06,-3.349704501054922567e-01,-1.851932721416182659e+01
3.332281280644536018e+05,4.979958343176523224e+06,-3.290129861673897760e-01,-1.821187693140227637e+01
3.332274987366566784e+05,4.979959938095256686e+06,-3.279396786005659981e-01,-1.815636996004506543e+01
3.332267020244343439e+05,4.979961470682782121e+06,-3.251833528752223756e-01,-1.801366281983419171e+01
3.332256984883082332e+05,4.979962941967901774e+06,-3.181774997607300648e-01,-1.764989953894731656e+01
3.332245576707840664e+05,4.979964294555648230e+06,-3.087226008587355408e-01,-1.715663936829330183e+01
3.332232871700221440e+05,4.979965517131674103e+06,-2.980156052918857545e-01,-1.659487776867986497e+01
3.332219042106596753e+05,4.979966664827868342e+06,-2.880239506276592309e-01,-1.606766769318521781e+01
3.332190083198904758e+05,4.979968819100686349e+06,-2.741820993036060417e-01,-1.533267467679752549e+01
3.332175441647602711e+05,4.979969879986128770e+06,-2.713577975024208389e-01,-1.518206039713799527e+01
3.332161036738236435e+05,4.979970940254637972e+06,-2.726775994417208748e-01,-1.525246963562876523e+01
3.332146865572899114e+05,4.979971988797535188e+06,-2.801843576795731150e-01,-1.565204097803851013e+01
3.332133258156551747e+05,4.979973080335061066e+06,-2.893109026972257025e-01,-1.613573281787657976e+01
3.332120532903067069e+05,4.979974225152784027e+06,-2.978612513720492183e-01,-1.658675497872319937e+01
3.332108625422663172e+05,4.979975478999740444e+06,-3.065482845968690584e-01,-1.704283102469519307e+01
3.332097696371366619e+05,4.979976852573010139e+06,-3.157820745982234945e-01,-1.752518287909991912e+01
3.332087815934492392e+05,4.979978312340781093e+06,-3.255369157182671502e-01,-1.803198129859724830e+01
3.332072538946549175e+05,4.979981475852837786e+06,-3.326722624860443678e-01,-1.840085315249185527e+01
3.332067221272889292e+05,4.979983179391240701e+06,-3.296490354525760114e-01,-1.824475405336523792e+01
3.332063259032965871e+05,4.979984934974869713e+06,-3.238420887666446646e-01,-1.794413583640144338e+01
3.332061040824141819e+05,4.979986719357497059e+06,-3.141159963811881450e-01,-1.743833803341773248e+01
3.332060020289144013e+05,4.979988556196848862e+06,-3.043166333911234700e-01,-1.692587735097986013e+01
3.332058996857185266e+05,4.979990381927545182e+06,-2.953140116024151607e-01,-1.645260898749757672e+01
3.332057736789872288e+05,4.979992208275573328e+06,-2.831397194686953722e-01,-1.580892453276222831e+01
3.332056392048987327e+05,4.979994012612055056e+06,-2.721751184237426457e-01,-1.522566865895042909e+01
3.332054883755836636e+05,4.979995795142768882e+06,-2.709084865330304570e-01,-1.515807967439989490e+01
3.332049077439063112e+05,4.979999256319726817e+06,-2.617731481120209036e-01,-1.466933605371646721e+01
3.332043675115355290e+05,4.980000937846872024e+06,-2.662842054982255124e-01,-1.491095665225721945e+01
3.332036052600445691e+05,4.980002580701182596e+06,-2.648163192715872194e-01,-1.483239304255249813e+01
3.332026423347492237e+05,4.980004095396087505e+06,-2.604347364370052653e-01,-1.459754508972613962e+01
3.332015263526992057e+05,4.980005491805663332e+06,-2.553439754335685707e-01,-1.432405537179853106e+01
3.332002982022614451e+05,4.980006824444403872e+06,-2.513520175507764631e-01,-1.410912838301508643e+01
3.331989891450883588e+05,4.980008081380575895e+06,-2.465915908015660074e-01,-1.385229661380219568e+01
3.331976076486568199e+05,4.980009284625775181e+06,-2.446644494111947510e-01,-1.374816231791578680e+01
3.331962024891788606e+05,4.980010488488647155e+06,-2.450607134049611890e-01,-1.376958228075629265e+01
3.331934614235705230e+05,4.980012827711261809e+06,-2.518431015449200672e-01,-1.413559034539554204e+01
3.331921339848815696e+05,4.980013985082512721e+06,-2.555925237865203647e-01,-1.433742367413679197e+01
3.331908629209253704e+05,4.980015185448154807e+06,-2.608832490796220149e-01,-1.462160805799352126e+01
3.331896809424015810e+05,4.980016472419636324e+06,-2.658478365682624411e-01,-1.488760746950648439e+01
3.331885886289690970e+05,4.980017868214240298e+06,-2.698464984486332874e-01,-1.510137740518152150e+01
3.331876011766619049e+05,4.980019350202991627e+06,-2.738588648212778587e-01,-1.531544819405377922e+01
3.331867580246712896e+05,4.980020917356847785e+06,-2.774907909802475925e-01,-1.550884460981018442e+01
3.331861146776556270e+05,4.980022579343816265e+06,-2.747967435852704532e-01,-1.536542373943068718e+01
3.331856316963012796e+05,4.980024337192838080e+06,-2.667939729052105635e-01,-1.493822681617454506e+01
3.331848500530601013e+05,4.980027959244239144e+06,-2.526803448543142316e-01,-1.418069083756343751e+01
3.331844950169130461e+05,4.980029780452546664e+06,-2.494341961277981579e-01,-1.400572818579910361e+01
3.331841396911697229e+05,4.980031590552220121e+06,-2.490530169628289159e-01,-1.398516562379485961e+01
3.331837758981612278e+05,4.980033378640394658e+06,-2.448642459140662753e-01,-1.375896276401103435e+01
3.331833805540906033e+05,4.980035167551816441e+06,-2.366540937190316218e-01,-1.331433073029092107e+01
3.331829451914796373e+05,4.980036935274960473e+06,-2.278454681934710679e-01,-1.283546606791823308e+01
3.331824537448710762e+05,4.980038671112784185e+06,-2.215204806831760354e-01,-1.249048727784213675e+01
3.331818670650452841e+05,4.980040387202993035e+06,-2.183261196341354238e-01,-1.231590775097584256e+01
3.331811135820258642e+05,4.980042063180542551e+06,-2.164918716221759798e-01,-1.221555637965724372e+01
3.331791424575874116e+05,4.980045171573559754e+06,-2.165094521663304961e-01,-1.221651857032168564e+01
3.331779560776997823e+05,4.980046592057265341e+06,-2.146654716446463051e-01,-1.211555870060353790e+01
3.331766648380004335e+05,4.980047926347442903e+06,-2.160866860187752592e-01,-1.219337846126844482e+01
3.331753090471035102e+05,4.980049206741081551e+06,-2.141332934713270353e-01,-1.208640714999373778e+01
3.331738811070589582e+05,4.980050444552706555e+06,-2.073847311406996630e-01,-1.171618902916475413e+01
3.331724368122366723e+05,4.980051660558966920e+06,-1.981951696109104932e-01,-1.121046616237296334e+01
3.331709758727675071e+05,4.980052843651214615e+06,-1.921389298132370471e-01,-1.087620222655120017e+01
3.331695309993091505e+05,4.980054037440834567e+06,-1.918275696117132112e-01,-1.085899675312450086e+01
3.331681340329350205e+05,4.980055252213189378e+06,-1.980316138750018440e-01,-1.120144902199254666e+01
3.331655574204339646e+05,4.980057842831535265e+06,-2.052551644715029100e-01,-1.159915574731401122e+01
3.331643865317145828e+05,4.980059251797604375e+06,-2.045440555424540841e-01,-1.156005385622489889e+01
3.331633283916673390e+05,4.980060746751621366e+06,-1.979252906413740132e-01,-1.119558691737744560e+01
3.331624306168999756e+05,4.980062337567212991e+06,-1.926829321618992175e-01,-1.090625852140236773e+01
3.331617162909562467e+05,4.980064001409483142e+06,-1.934351991077290500e-01,-1.094781148685267169e+01
3.331611065358365886e+05,4.980065740336690098e+06,-1.965705724998030868e-01,-1.112087412675608888e+01
3.331605528652354842e+05,4.980067511149136350e+06,-2.017175142200713922e-01,-1.140452260352319414e+01
3.331600944281569682e+05,4.980069301708973013e+06,-1.997602838671618808e-01,-1.129672540129017122e+01
3.331597315144117456e+05,4.980071123124842532e+06,-1.911800633286399320e-01,-1.082320981675738025e+01
3.331590857249788241e+05,4.980074808332989924e+06,-1.817190134908299726e-01,-1.029934626781764351e+01
3.331587701386058470e+05,4.980076628513935953e+06,-1.783009354771059041e-01,-1.010965176805429877e+01
3.331584460849055904e+05,4.980078426683410071e+06,-1.766443725958031230e-01,-1.001763590646486257e+01
3.331580893207918853e+05,4.980080181241592392e+06,-1.837240939418997021e-01,-1.041051720041366480e+01
3.331576449217862682e+05,4.980081904738011770e+06,-1.945430313733418071e-01,-1.100898358016798007e+01
3.331570258326237090e+05,4.980083588328232057e+06,-2.026420351829011091e-01,-1.145541349977980339e+01
3.331562232959868852e+05,4.980085198892153800e+06,-2.061157963111812930e-01,-1.164646483431028479e+01
3.331552522178260842e+05,4.980086702692165039e+06,-2.111198939006899422e-01,-1.192122028541859180e+01
3.331541201960677281e+05,4.980088088413838297e+06,-2.186840746603189167e-01,-1.233548247794957575e+01
3.331515091531624785e+05,4.980090568775163032e+06,-2.218578367508739491e-01,-1.250891090734590527e+01
3.331500862160229008e+05,4.980091695300027728e+06,-2.120045718556606562e-01,-1.196973705424435508e+01
3.331486548118169885e+05,4.980092799813738093e+06,-2.052431479798182967e-01,-1.159849508492325931e+01
3.331472149405331584e+05,4.980093882316301577e+06,-1.962953667746900055e-01,-1.110569182330895011e+01
3.331457668920700671e+05,4.980094953916389495e+06,-1.904984789586296745e-01,-1.078553018825827969e+01
3.331443664605135564e+05,4.980096035390365869e+06,-1.917847181067608431e-01,-1.085662866379685809e+01
3.331430463565113023e+05,4.980097170349437743e+06,-1.932436697167524142e-01,-1.093723308329773047e+01
3.331418390008077840e+05,4.980098391296129674e+06,-1.990854055445950288e-01,-1.125953669797542567e+01
3.331407525710613700e+05,4.980099709133183584e+06,-2.066888660117069954e-01,-1.167795765413285736e+01
3.331390146387462155e+05,4.980102678060059436e+06,-2.178781975559249684e-01,-1.229140907329200161e+01
3.331384017050230177e+05,4.980104294794456102e+06,-2.195243396398983138e-01,-1.238142076911400657e+01
3.331379170049532549e+05,4.980105985995797440e+06,-2.168424049129707154e-01,-1.223473989428057784e+01
3.331375357155425008e+05,4.980107707846970297e+06,-2.157930945462961103e-01,-1.217730635212083712e+01
3.331372341735083610e+05,4.980109460965543985e+06,-2.119438201599917471e-01,-1.196640591668804099e+01
3.331369723602711456e+05,4.980111224163493142e+06,-2.087592107298819333e-01,-1.179167290400812718e+01
3.331367260327507975e+05,4.980112975841065869e+06,-2.127753870787343349e-01,-1.201199526469284251e+01
3.331364633500877535e+05,4.980114705713052303e+06,-2.181178481602018271e-01,-1.230451710655041886e+01
3.331361846022196114e+05,4.980116424888118170e+06,-2.284376359268076861e-01,-1.286771620557092355e+01
3.331355304248527391e+05,4.980119787948030978e+06,-2.418540001605122836e-01,-1.359613192140463056e+01
3.331351076690674527e+05,4.980121433068085462e+06,-2.483467788002371723e-01,-1.394705816759414319e+01
3.331345026261975290e+05,4.980123049597105943e+06,-2.563271405165601924e-01,-1.437692609281808309e+01
3.331337062489159871e+05,4.980124593306356110e+06,-2.603002452250067766e-01,-1.459032853034405619e+01
3.331327661535539664e+05,4.980126074069357477e+06,-2.624531500556024355e-01,-1.470579260838210978e+01
3.331316972457908560e+05,4.980127458148435690e+06,-2.586907970746584184e-01,-1.450393173864949503e+01
3.331305153010780341e+05,4.980128745131912641e+06,-2.501424489671238982e-01,-1.404392483358544119e+01
3.331292127216532826e+05,4.980129946334390901e+06,-2.403452011505242125e-01,-1.351443318534476035e+01
3.331278382835038938e+05,4.980131116064025089e+06,-2.244003411410766813e-01,-1.264767693057546083e+01
3.331249924366388586e+05,4.980133369125436060e+06,-2.029990292969875432e-01,-1.147505959074783455e+01
3.331235686440985883e+05,4.980134462330639362e+06,-1.965139332840698250e-01,-1.111774963431268226e+01
3.331221688051093370e+05,4.980135566027193330e+06,-1.953621940111399946e-01,-1.105419963494619218e+01
3.331208250503920717e+05,4.980136701608879492e+06,-2.018347821557514854e-01,-1.141097870988156160e+01
3.331195771084059961e+05,4.980137879154901952e+06,-2.103581311012574506e-01,-1.187943042052090803e+01
3.331184100736132823e+05,4.980139132402976044e+06,-2.218362298995240622e-01,-1.250773099656911924e+01
3.331173090405089315e+05,4.980140495090838522e+06,-2.294762277278339924e-01,-1.292425907874068791e+01
3.331163368207189487e+05,4.980141954462669790e+06,-2.281528849160172623e-01,-1.285220937098633343e+01
3.331155568057297496e+05,4.980143519979950972e+06,-2.206741491652643716e-01,-1.244425602562336408e+01
3.331143502146848477e+05,4.980146886346237734e+06,-2.027816300192898380e-01,-1.146309600457997746e+01
3.331138748625200242e+05,4.980148632887195796e+06,-2.019471398967435938e-01,-1.141716421335547871e+01
3.331134313513654633e+05,4.980150389713295735e+06,-2.036027980713349672e-01,-1.150827995299159490e+01
3.331129796628343174e+05,4.980152135636662133e+06,-2.063904340580162977e-01,-1.166155833524444496e+01
3.331125197969302535e+05,4.980153870657300577e+06,-2.064671592182436011e-01,-1.166577469213074991e+01
3.331120432860285509e+05,4.980155572763770819e+06,-1.996070660627016213e-01,-1.128828328507459133e+01
3.331115182894472964e+05,4.980157231671000831e+06,-1.887608037430967001e-01,-1.068942465062328573e+01
3.331109056588084204e+05,4.980158859517145902e+06,-1.815721645098416215e-01,-1.029120118885189150e+01
3.331101659557989915e+05,4.980160457331727259e+06,-1.852486896182071741e-01,-1.049499486720733721e+01
3.331082705925088376e+05,4.980163441494653001e+06,-2.052541287259945224e-01,-1.159909880252164882e+01
3.331071298377308995e+05,4.980164794105315581e+06,-2.080665891845983051e-01,-1.175364058340737827e+01
3.331058763362241443e+05,4.980166060729508288e+06,-2.024413318932503647e-01,-1.144436720212385872e+01
3.331045498163130251e+05,4.980167251446435228e+06,-1.905885783090686125e-01,-1.079051164001877794e+01
3.331031669232865097e+05,4.980168399170332588e+06,-1.796072854726431800e-01,-1.018217749485189572e+01
3.331017597877810476e+05,4.980169525294933468e+06,-1.730482517000081488e-01,-9.817705660517574984e+00
3.331003444751125062e+05,4.980170640517103486e+06,-1.682443522917194123e-01,-9.550251270092525502e+00
3.330989367605971638e+05,4.980171744425021112e+06,-1.676502146233937174e-01,-9.517143536451770913e+00
3.330975290465657599e+05,4.980172848333262838e+06,-1.667072869968668769e-01,-9.464586664605155519e+00
3.330947623959226185e+05,4.980175110458551906e+06,-1.629645088252946183e-01,-9.255814024585228950e+00
3.330934271222835523e+05,4.980176268057819456e+06,-1.679365034230263509e-01,-9.533097498689540927e+00
3.330921242697751150e+05,4.980177458159700036e+06,-1.781445396911935375e-01,-1.010096681282563047e+01
3.330908538384012645e+05,4.980178680764174089e+06,-1.885203329439061881e-01,-1.067612013354189671e+01
3.330896155381498393e+05,4.980179924762553535e+06,-1.995962366652143660e-01,-1.128768657954119448e+01
3.330884017713854555e+05,4.980181201469413005e+06,-2.081674033709145222e-01,-1.175917701316124386e+01
3.330872364910757169e+05,4.980182521375625394e+06,-2.139353164164108090e-01,-1.207556077996254196e+01
3.330861354725087294e+05,4.980183884069308639e+06,-2.170689512974688373e-01,-1.224713653877403985e+01
3.330850838104534196e+05,4.980185323288287967e+06,-2.126033067696840861e-01,-1.200256249709412160e+01
3.330831501886409242e+05,4.980188352923582308e+06,-1.955102146041206024e-01,-1.106236857499511750e+01
3.330822358082170249e+05,4.980189910837574862e+06,-1.855813555815114813e-01,-1.051342173057341078e+01
3.330813377835954889e+05,4.980191490557177924e+06,-1.761322460136023060e-01,-9.989178602690822473e+00
3.330804394694083603e+05,4.980193059168255888e+06,-1.687497815986092331e-01,-9.578410752456813171e+00
3.330795248003513552e+05,4.980194605974013917e+06,-1.630345595802296654e-01,-9.259723760026043138e+00
3.330786168592449394e+05,4.980196108139309101e+06,-1.526117873716739126e-01,-8.677060724295550642e+00
3.330777077584342915e+05,4.980197565870075487e+06,-1.402455536170924277e-01,-7.983408659603457025e+00
3.330767974978989223e+05,4.980198979166315868e+06,-1.316350713308354070e-01,-7.499018557528814632e+00
3.330758773198689451e+05,4.980200314907965250e+06,-1.230545698955272105e-01,-7.015240109460846973e+00
3.330740311641125008e+05,4.980202764218346216e+06,-1.164333999353547588e-01,-6.641238965393952753e+00
3.330731130739386426e+05,4.980203877581129782e+06,-1.103582706933875501e-01,-6.297579685644971725e+00
3.330722242141881725e+05,4.980204901250928640e+06,-1.031984453785062261e-01,-5.891978082055520538e+00
3.330713569872375811e+05,4.980205846542341635e+06,-9.666846302915846345e-02,-5.521538385756127099e+00
3.330705189906099695e+05,4.980206702140744776e+06,-8.906449757851057913e-02,-5.089590465937810393e+00
3.330697026266918401e+05,4.980207479360741563e+06,-8.306930487260810736e-02,-4.748617975401048241e+00
3.330689239607296186e+05,4.980208188899088651e+06,-7.882719178840080776e-02,-4.507145429716145735e+00
3.330681903001898318e+05,4.980208808332486078e+06,-7.628095521270694679e-02,-4.362129116854058353e+00
3.330674867399677169e+05,4.980209371398824267e+06,-7.378989867407312331e-02,-4.220201260988907244e+00
3.330662163758730749e+05,4.980210293868548237e+06,-7.115481850496846450e-02,-4.070011208326512531e+00
3.330656653471662430e+05,4.980210652859997936e+06,-6.793898118491890903e-02,-3.886644360771587703e+00
3.330651599038316635e+05,4.980210943963759579e+06,-6.434535904221097558e-02,-3.681642037037029969e+00
3.330646842706220923e+05,4.980211167591731064e+06,-5.975274483861794939e-02,-3.419514293957467199e+00
3.330642463351311162e+05,4.980211323537951335e+06,-5.493921975516288803e-02,-3.144624139133917140e+00
3.330638700502422871e+05,4.980211422293205746e+06,-4.919460228213031611e-02,-2.816372573878118235e+00
3.330635475283308187e+05,4.980211464063446037e+06,-4.405834033032009905e-02,-2.522725478482755523e+00
3.330632717519676080e+05,4.980211482380618341e+06,-3.959630858654938912e-02,-2.267516805951676151e+00
3.330630427211492788e+05,4.980211477244723588e+06,-2.963939826039279843e-02,-1.697715399813751747e+00
3.330626696828538552e+05,4.980211398055405356e+06,-2.489707864463733267e-02,-1.426202893044707487e+00
3.330625186579580186e+05,4.980211357533941977e+06,-1.787130425047593271e-02,-1.023841317881774016e+00
3.330623749405412818e+05,4.980211294589188881e+06,-1.373045646619274612e-02,-7.866477744147185591e-01
3.330622472884124145e+05,4.980211242341187783e+06,-1.109135841782646695e-02,-6.354619694605549984e-01
3.330621351214406313e+05,4.980211178572603501e+06,-6.637844753969446288e-03,-3.803149038482966926e-01
3.330620229544664035e+05,4.980211114804021083e+06,-3.126399783888234030e-03,-1.791289290644513532e-01
3.330619183850362897e+05,4.980211039720813744e+06,-2.412670514526309151e-03,-1.382355696163141690e-01
3.330618141056703171e+05,4.980210975746276788e+06,-4.505902723011996625e-03,-2.581674617295141028e-01
3.330617177139151609e+05,4.980210911565781571e+06,-5.054545551140848803e-03,-2.896016611644732230e-01
3.330616134345451137e+05,4.980210847591248341e+06,-5.945755147472274460e-03,-3.406626616368992333e-01
3.330615170427859994e+05,4.980210783410754986e+06,-6.092199104111635510e-03,-3.490529783074279302e-01
3.330614127634116448e+05,4.980210719436223619e+06,-2.071873158852786945e-03,-1.187094178292377733e-01
3.330613239691943163e+05,4.980210643941105343e+06,5.465771750595767309e-03,3.131625345743111466e-01
3.330612430625883862e+05,4.980210568240030669e+06,1.774442802466712557e-02,1.016574150197033566e+00
3.330611934163667611e+05,4.980210480606446043e+06,3.814750638476333000e-02,2.184631810167368737e+00
3.330611671429170528e+05,4.980210381246317178e+06,4.311276288678459606e-02,2.468650611804884765e+00
3.330611332719206694e+05,4.980210293200814165e+06,4.069220646077787579e-02,2.330206095049331960e+00
3.330610991108557209e+05,4.980210194046642631e+06,4.617258207664222402e-02,2.643616500579755169e+00
3.330610722572680097e+05,4.980210072469176725e+06,5.192220079497550378e-02,2.972253904841607230e+00
3.330610255675007938e+05,4.980209795782282017e+06,5.352498119889771699e-02,3.063831871754923775e+00
