easting,northing,dz_dx,dz_dy,inclination_deg
3.332738980906581273e+05,4.979881336890248582e+06,1.591194119534989349e-01,-3.076138603404897642e-01,1.910256391975544332e+01
3.332734738309067907e+05,4.979882926455928944e+06,1.607684895321110086e-01,-3.109836892408402997e-01,1.929422839336569595e+01
3.332729452892592526e+05,4.979884452043611556e+06,1.624489921624734934e-01,-3.149141554315016966e-01,1.951154283366536291e+01
3.332723051571049145e+05,4.979885936076343060e+06,1.626271496444232634e-01,-3.157833702818514943e-01,1.955501589497031745e+01
3.332715058167993557e+05,4.979887368679633364e+06,1.637150442036778841e-01,-3.133416851172430295e-01,1.947018540222658345e+01
3.332705463994005695e+05,4.979888716527554207e+06,1.651329857415828051e-01,-3.083391327512852720e-01,1.927851499057754836e+01
3.332694496999400435e+05,4.979889945677111857e+06,1.669333198815141361e-01,-3.001797826188108975e-01,1.895628249914990349e+01
3.332682075407467782e+05,4.979891045225410722e+06,1.671760374265887639e-01,-2.896805415618754487e-01,1.849296176962098670e+01
3.332655027159112506e+05,4.979892961051359773e+06,1.574489383819182575e-01,-2.540992195531543985e-01,1.664275769601066912e+01
3.332641200889264001e+05,4.979893819706761278e+06,1.474836064210864606e-01,-2.359163560232949153e-01,1.554778108831633610e+01
3.332627535279878648e+05,4.979894689059734344e+06,1.369988252557896025e-01,-2.207730283577153396e-01,1.456486292200398580e+01
3.332613869674142916e+05,4.979895558413007297e+06,1.289690595101294635e-01,-2.081510259207593472e-01,1.375911386641997147e+01
3.332600849596301559e+05,4.979896481664265506e+06,1.228763482883543784e-01,-2.001932288179950892e-01,1.321888045855979854e+01
3.332589182068893570e+05,4.979897445853449404e+06,1.210216019776204077e-01,-2.005095139165203322e-01,1.318118144714717666e+01
3.332578466898020706e+05,4.979898429791696370e+06,1.261752105516495692e-01,-2.086192416789238724e-01,1.370183499564466523e+01
3.332568166408982943e+05,4.979899490462230518e+06,1.365516406969959906e-01,-2.273065693017839173e-01,1.485127717012350068e+01
3.332559060709903133e+05,4.979900592481947504e+06,1.497517886452197911e-01,-2.528525462771647470e-01,1.637651875264059953e+01
3.332543884417950176e+05,4.979902933117371053e+06,1.788452518753685383e-01,-3.073460625902262877e-01,1.957509084423964651e+01
3.332537813824368641e+05,4.979904171733006835e+06,1.930490728769311548e-01,-3.262989937791294648e-01,2.076318257142149548e+01
3.332532543619916542e+05,4.979905452726228163e+06,2.066454279916922765e-01,-3.407138277422544492e-01,2.172641297489155221e+01
3.332527994924429804e+05,4.979906776302729733e+06,2.152142349643036134e-01,-3.491788589006533661e-01,2.230218326714004817e+01
3.332524801673088223e+05,4.979908151925445534e+06,2.218932089415171505e-01,-3.550145192881082878e-01,2.271686090531717639e+01
3.332523197607412003e+05,4.979909567868546583e+06,2.270242895474197387e-01,-3.603988647959979752e-01,2.307123634344227270e+01
3.332522861413161736e+05,4.979911002737548202e+06,2.312485737779711725e-01,-3.648894781267226217e-01,2.336413401832287207e+01
3.332523164948578924e+05,4.979912469286828302e+06,2.356822260259229251e-01,-3.667153265776429971e-01,2.355334984760445494e+01
3.332523792694307631e+05,4.979913968339242041e+06,2.394954589657840027e-01,-3.646391984590745539e-01,2.356955417041768897e+01
3.332524645095975138e+05,4.979916934146664105e+06,2.565141562154999444e-01,-3.527904072010838443e-01,2.356628589604682489e+01
3.332524948631771840e+05,4.979918400695953518e+06,2.630430220481957404e-01,-3.482531014940093428e-01,2.357793937965498188e+01
3.332524618233329384e+05,4.979919857782302424e+06,2.641639391114417590e-01,-3.499713617390167730e-01,2.367637093833894468e+01
3.332523250811588368e+05,4.979921273108290508e+06,2.649979555998142611e-01,-3.534446869603175001e-01,2.383366172970561081e+01
3.332521085903155035e+05,4.979922657165446319e+06,2.655856956754771847e-01,-3.568937265217295707e-01,2.398282368814941634e+01
3.332517346300836653e+05,4.979924056445589289e+06,2.645771276498272151e-01,-3.581689709355619922e-01,2.400308666840366811e+01
3.332512096399693401e+05,4.979925415199715644e+06,2.633874621799899285e-01,-3.568171545722329530e-01,2.391724237955169485e+01
3.332505339097675169e+05,4.979926744536526501e+06,2.628534084722567998e-01,-3.543462127798879813e-01,2.380683898348169336e+01
3.332496735700191930e+05,4.979927956409638748e+06,2.622324633724721354e-01,-3.536498843812393433e-01,2.376225944184298200e+01
3.332486367984438548e+05,4.979929061722068116e+06,2.605719775288480311e-01,-3.545236430883725864e-01,2.374866364521641060e+01
3.332474791004650760e+05,4.979930070142520592e+06,2.556142463812666743e-01,-3.561372858660809548e-01,2.367143105183014740e+01
3.332462083640330820e+05,4.979930981465335004e+06,2.464939728630003157e-01,-3.566437156153546284e-01,2.343849916433837777e+01
3.332448648980582948e+05,4.979931827987950295e+06,2.368868234591258171e-01,-3.547562739449598990e-01,2.310194883083214634e+01
3.332434814132293104e+05,4.979932653322161175e+06,2.277670263498437764e-01,-3.497915060576113899e-01,2.265619217683159903e+01
3.332420818631224101e+05,4.979933467959473841e+06,2.187384471069041270e-01,-3.434439090671070338e-01,2.215545234386737050e+01
3.332406980892606080e+05,4.979934282185642980e+06,2.059669748675732326e-01,-3.407205393808181437e-01,2.170931961011346800e+01
3.332393537554809591e+05,4.979935095383464359e+06,1.934141109489585231e-01,-3.424399279180204148e-01,2.146903508650011361e+01
3.332380424224995077e+05,4.979935963301967829e+06,1.786583089175628469e-01,-3.454180023941073596e-01,2.125036599974357188e+01
3.332368046890174155e+05,4.979936929347110912e+06,1.687270867827858067e-01,-3.516828971882907662e-01,2.130895144822962806e+01
3.332345987970262067e+05,4.979939210126057267e+06,1.520176161159289829e-01,-3.645512413334605073e-01,2.155288829027355035e+01
3.332336139934431994e+05,4.979940491945254616e+06,1.488545827788443354e-01,-3.648943787107858383e-01,2.150881988096976727e+01
3.332327664724352653e+05,4.979941892462341115e+06,1.494431687640192796e-01,-3.620007414997308826e-01,2.138703861310169785e+01
3.332320635424130596e+05,4.979943389254197478e+06,1.511285271294560140e-01,-3.547568407740031016e-01,2.108695535437836455e+01
3.332315057828100398e+05,4.979945004538103007e+06,1.530956932769878265e-01,-3.476594761586966342e-01,2.080055798298370817e+01
3.332310444172124844e+05,4.979946684005145915e+06,1.557132759708349801e-01,-3.429870237414802125e-01,2.064031495352994128e+01
3.332306382674101042e+05,4.979948362032035366e+06,1.590448693179256634e-01,-3.416266866939141056e-01,2.064812827182858967e+01
3.332302563611425576e+05,4.979950061659061350e+06,1.629806589092012981e-01,-3.408631270956971049e-01,2.069772791342177598e+01
3.332298978291429230e+05,4.979951749560223892e+06,1.680212315227231634e-01,-3.348440061772777199e-01,2.053772577103085339e+01
3.332295311196891125e+05,4.979953426558497362e+06,1.721311783651669758e-01,-3.221407769025786405e-01,2.006446230942155040e+01
3.332291325690153171e+05,4.979955093271111138e+06,1.749334910601305915e-01,-3.088076297448875129e-01,1.954048131072812566e+01
3.332286700459516142e+05,4.979956728303729557e+06,1.748042199972615618e-01,-2.965764544277635362e-01,1.899647417351771495e+01
3.332281280644536018e+05,4.979958343176523224e+06,1.700366470124846652e-01,-2.881856724940156655e-01,1.850072495376018011e+01
3.332274987366566784e+05,4.979959938095256686e+06,1.634826534342378179e-01,-2.858786598808364943e-01,1.822786748257258083e+01
3.332267020244343439e+05,4.979961470682782121e+06,1.571425058528226892e-01,-2.849332218379281856e-01,1.802453357533401856e+01
3.332256984883082332e+05,4.979962941967901774e+06,1.526274852706666629e-01,-2.836169037713052177e-01,1.785256411282141542e+01
3.332245576707840664e+05,4.979964294555648230e+06,1.506740143014485278e-01,-2.818510899344011111e-01,1.772376063297537030e+01
3.332232871700221440e+05,4.979965517131674103e+06,1.504806779341874012e-01,-2.788842199800899424e-01,1.758301689356324005e+01
3.332219042106596753e+05,4.979966664827868342e+06,1.494868275034740013e-01,-2.777348849710020717e-01,1.750575507506955120e+01
3.332190083198904758e+05,4.979968819100686349e+06,1.353234811147902006e-01,-2.784661427793557742e-01,1.720283536020222570e+01
3.332175441647602711e+05,4.979969879986128770e+06,1.312820155650446519e-01,-2.803498780525716105e-01,1.720073986994291459e+01
3.332161036738236435e+05,4.979970940254637972e+06,1.306694294626163655e-01,-2.821527522582533698e-01,1.727264249909451266e+01
3.332146865572899114e+05,4.979971988797535188e+06,1.331193102291954866e-01,-2.863050170993503007e-01,1.752295493815060112e+01
3.332133258156551747e+05,4.979973080335061066e+06,1.334133885121677465e-01,-2.898408979982457501e-01,1.769642195269112861e+01
3.332120532903067069e+05,4.979974225152784027e+06,1.318821513404201951e-01,-2.915157807505047161e-01,1.774258864718277096e+01
3.332108625422663172e+05,4.979975478999740444e+06,1.302933039619559030e-01,-2.929093685777706679e-01,1.777486855942461830e+01
3.332097696371366619e+05,4.979976852573010139e+06,1.304580320425105244e-01,-2.959861684184178499e-01,1.792437872681606947e+01
3.332087815934492392e+05,4.979978312340781093e+06,1.308537530872021792e-01,-2.994077568407730872e-01,1.809497361382244307e+01
3.332072538946549175e+05,4.979981475852837786e+06,1.360219902987884755e-01,-3.036723148767421776e-01,1.840457602707205353e+01
3.332067221272889292e+05,4.979983179391240701e+06,1.416554367931701641e-01,-3.033030703482361146e-01,1.850808166673147781e+01
3.332063259032965871e+05,4.979984934974869713e+06,1.475840263030682720e-01,-3.029739119519182511e-01,1.862421617168447341e+01
3.332061040824141819e+05,4.979986719357497059e+06,1.523112885673062467e-01,-3.017474244680365403e-01,1.867572766566145859e+01
3.332060020289144013e+05,4.979988556196848862e+06,1.555073798121763551e-01,-2.961117630233613407e-01,1.849312183048161984e+01
3.332058996857185266e+05,4.979990381927545182e+06,1.595985318410672593e-01,-2.859116538173076538e-01,1.813053334878641110e+01
3.332057736789872288e+05,4.979992208275573328e+06,1.628001395680453989e-01,-2.721875007044007311e-01,1.759690023404128567e+01
3.332056392048987327e+05,4.979994012612055056e+06,1.625273323528690084e-01,-2.601071534060110935e-01,1.705128675627341295e+01
3.332054883755836636e+05,4.979995795142768882e+06,1.596866784005219753e-01,-2.512563121012206246e-01,1.657864678062114905e+01
3.332049077439063112e+05,4.979999256319726817e+06,1.516493354223434620e-01,-2.348662262376454979e-01,1.561942448969765174e+01
3.332043675115355290e+05,4.980000937846872024e+06,1.447603117495875336e-01,-2.292761452598295613e-01,1.517104684594267994e+01
3.332036052600445691e+05,4.980002580701182596e+06,1.370534540125851186e-01,-2.268833061927154060e-01,1.484573004685449149e+01
3.332026423347492237e+05,4.980004095396087505e+06,1.301294821513856170e-01,-2.270962532948775647e-01,1.466741137151307761e+01
3.332015263526992057e+05,4.980005491805663332e+06,1.252674014955310056e-01,-2.290101747657899978e-01,1.462957483096428390e+01
3.332002982022614451e+05,4.980006824444403872e+06,1.229493302607508748e-01,-2.314266086340830975e-01,1.468465185587273325e+01
3.331989891450883588e+05,4.980008081380575895e+06,1.217828594722435154e-01,-2.322392266426334118e-01,1.469398880619653802e+01
3.331976076486568199e+05,4.980009284625775181e+06,1.219883376921841872e-01,-2.330588832687603695e-01,1.473801492648347988e+01
3.331962024891788606e+05,4.980010488488647155e+06,1.225891268522258659e-01,-2.337639885744246804e-01,1.478641483048392224e+01
3.331934614235705230e+05,4.980012827711261809e+06,1.212926330428747007e-01,-2.452549714493696964e-01,1.530213178298351195e+01
3.331921339848815696e+05,4.980013985082512721e+06,1.158840381952287307e-01,-2.526484051710092826e-01,1.553366595556754781e+01
3.331908629209253704e+05,4.980015185448154807e+06,1.090087565246479068e-01,-2.589042318817267874e-01,1.569095060460441893e+01
3.331896809424015810e+05,4.980016472419636324e+06,1.009447379827598940e-01,-2.629458531748358197e-01,1.573021690264104677e+01
3.331885886289690970e+05,4.980017868214240298e+06,9.545013415332358198e-02,-2.639582097649506576e-01,1.567869060637255529e+01
3.331876011766619049e+05,4.980019350202991627e+06,9.391971894273794252e-02,-2.630369904293745620e-01,1.560513236469842901e+01
3.331867580246712896e+05,4.980020917356847785e+06,9.684758854047344212e-02,-2.608982142213697730e-01,1.555154525486749151e+01
3.331861146776556270e+05,4.980022579343816265e+06,1.019219795806001472e-01,-2.557488904769766314e-01,1.539276175990835149e+01
3.331856316963012796e+05,4.980024337192838080e+06,1.086574240463652613e-01,-2.485242533825042233e-01,1.517573472508761157e+01
3.331848500530601013e+05,4.980027959244239144e+06,1.168501076933975702e-01,-2.337298712854037896e-01,1.464456882833671081e+01
3.331844950169130461e+05,4.980029780452546664e+06,1.167212913115720369e-01,-2.313288415417034116e-01,1.452632758381010980e+01
3.331841396911697229e+05,4.980031590552220121e+06,1.147192055821169981e-01,-2.310508985616742672e-01,1.446485157327138360e+01
3.331837758981612278e+05,4.980033378640394658e+06,1.104714156980511341e-01,-2.268728563346608107e-01,1.416233278124052752e+01
3.331833805540906033e+05,4.980035167551816441e+06,1.056583225623508038e-01,-2.183453248424109261e-01,1.363467677671270195e+01
3.331829451914796373e+05,4.980036935274960473e+06,1.009240606790042377e-01,-2.089849642721439971e-01,1.306581328605655123e+01
3.331824537448710762e+05,4.980038671112784185e+06,9.543103869341108825e-02,-2.022679099364537991e-01,1.260674836130906762e+01
3.331818670650452841e+05,4.980040387202993035e+06,9.102967360546652953e-02,-1.987835289417648754e-01,1.233280271438206199e+01
3.331811135820258642e+05,4.980042063180542551e+06,9.012470249447764037e-02,-1.978115248882202359e-01,1.226387802974120689e+01
3.331791424575874116e+05,4.980045171573559754e+06,9.758157802080147381e-02,-1.959022446314754584e-01,1.234512112619409763e+01
3.331779560776997823e+05,4.980046592057265341e+06,1.023264006718629521e-01,-1.966839842696330165e-01,1.250083240427930775e+01
3.331766648380004335e+05,4.980047926347442903e+06,1.064619409747486617e-01,-1.997098037294963435e-01,1.275203714645175879e+01
3.331753090471035102e+05,4.980049206741081551e+06,1.068140553965680889e-01,-2.011185300052119040e-01,1.282881211684408207e+01
3.331738811070589582e+05,4.980050444552706555e+06,1.004065589301961631e-01,-2.017445475709528091e-01,1.269943506032995550e+01
3.331724368122366723e+05,4.980051660558966920e+06,9.228109618825686145e-02,-1.995144411698421272e-01,1.239770293081622299e+01
3.331709758727675071e+05,4.980052843651214615e+06,8.692282495869101122e-02,-1.972031331461678028e-01,1.216181886369855292e+01
3.331695309993091505e+05,4.980054037440834567e+06,8.568130667517824539e-02,-1.955965149626892052e-01,1.205389411012107814e+01
3.331681340329350205e+05,4.980055252213189378e+06,8.501533308028978719e-02,-1.975420384204160107e-01,1.213712272488299604e+01
3.331655574204339646e+05,4.980057842831535265e+06,8.659128886342828957e-02,-2.001421358362077962e-01,1.230195036821281995e+01
3.331643865317145828e+05,4.980059251797604375e+06,8.500702529965532828e-02,-1.926044694195638840e-01,1.188883347079496033e+01
3.331633283916673390e+05,4.980060746751621366e+06,8.442553688697748693e-02,-1.808228783504594872e-01,1.128574388419077046e+01
3.331624306168999756e+05,4.980062337567212991e+06,8.843195180922168441e-02,-1.712221847404717112e-01,1.090776856785897131e+01
3.331617162909562467e+05,4.980064001409483142e+06,9.884275136047740440e-02,-1.691020112863839131e-01,1.108226793310855385e+01
3.331611065358365886e+05,4.980065740336690098e+06,1.091426818689990169e-01,-1.709098116760802977e-01,1.146335372092049454e+01
3.331605528652354842e+05,4.980067511149136350e+06,1.150751808322438563e-01,-1.770018825749344049e-01,1.192126628175847358e+01
3.331600944281569682e+05,4.980069301708973013e+06,1.164850586016456385e-01,-1.783716110277424882e-01,1.202639082304376927e+01
3.331597315144117456e+05,4.980071123124842532e+06,1.157648632841591085e-01,-1.731553091092266905e-01,1.176584880744625927e+01
3.331590857249788241e+05,4.980074808332989924e+06,1.114342749715233338e-01,-1.650096973320558658e-01,1.126103131562912729e+01
3.331587701386058470e+05,4.980076628513935953e+06,1.098356084625968787e-01,-1.616490790868354011e-01,1.105813953863453847e+01
3.331584460849055904e+05,4.980078426683410071e+06,1.124183936235773063e-01,-1.583155748866254542e-01,1.098834969453946186e+01
3.331580893207918853e+05,4.980080181241592392e+06,1.198211930759495447e-01,-1.609347397143763569e-01,1.134528303558349904e+01
3.331576449217862682e+05,4.980081904738011770e+06,1.261345207044251016e-01,-1.644284551774491399e-01,1.170800187577204099e+01
3.331570258326237090e+05,4.980083588328232057e+06,1.287462418691910915e-01,-1.651454919267767163e-01,1.182688485948708390e+01
3.331562232959868852e+05,4.980085198892153800e+06,1.281093721262465124e-01,-1.642389701305600747e-01,1.176613694844155056e+01
3.331552522178260842e+05,4.980086702692165039e+06,1.284350688311394206e-01,-1.676394750657032306e-01,1.192472076364152400e+01
3.331541201960677281e+05,4.980088088413838297e+06,1.326627900064503429e-01,-1.759438767412839499e-01,1.242673594426433681e+01
3.331515091531624785e+05,4.980090568775163032e+06,1.328642587155261789e-01,-1.842522447537427999e-01,1.279814057916693137e+01
3.331500862160229008e+05,4.980091695300027728e+06,1.280138418604050143e-01,-1.804802537235080384e-01,1.247683757448142750e+01
3.331486548118169885e+05,4.980092799813738093e+06,1.233398690915489815e-01,-1.767922419756992880e-01,1.216481217000914405e+01
3.331472149405331584e+05,4.980093882316301577e+06,1.165648632173532234e-01,-1.720367909076792878e-01,1.173942006515030556e+01
3.331457668920700671e+05,4.980094953916389495e+06,1.108146632580962326e-01,-1.693163791636360382e-01,1.143966706324155957e+01
3.331443664605135564e+05,4.980096035390365869e+06,1.080829201620531477e-01,-1.709734629068384304e-01,1.143503061395862730e+01
3.331430463565113023e+05,4.980097170349437743e+06,1.042910436855695733e-01,-1.715273909698708521e-01,1.135093077619245427e+01
3.331418390008077840e+05,4.980098391296129674e+06,1.035483277650631750e-01,-1.747526728472034441e-01,1.148212507081449552e+01
3.331407525710613700e+05,4.980099709133183584e+06,1.055082936093123536e-01,-1.780024820111280326e-01,1.169078990292039499e+01
3.331390146387462155e+05,4.980102678060059436e+06,1.144897625249642753e-01,-1.861469679257901633e-01,1.232746246996649653e+01
3.331384017050230177e+05,4.980104294794456102e+06,1.192404860126866500e-01,-1.917278356790287630e-01,1.272306431805022697e+01
3.331379170049532549e+05,4.980105985995797440e+06,1.219720285445888841e-01,-1.927657035624881776e-01,1.285006720081428533e+01
3.331375357155425008e+05,4.980107707846970297e+06,1.262265257371960325e-01,-1.951162556524116409e-01,1.308256349336909885e+01
3.331372341735083610e+05,4.980109460965543985e+06,1.288799559552256668e-01,-1.939985678365909461e-01,1.311083288939515157e+01
3.331369723602711456e+05,4.980111224163493142e+06,1.287750229050121098e-01,-1.923126435535417456e-01,1.303141601161257768e+01
3.331367260327507975e+05,4.980112975841065869e+06,1.263097634168231231e-01,-1.965706443729917652e-01,1.315144327135453395e+01
3.331364633500877535e+05,4.980114705713052303e+06,1.241169687077948169e-01,-2.013051419280545984e-01,1.330557192986844406e+01
3.331361846022196114e+05,4.980116424888118170e+06,1.244788364934036468e-01,-2.094044431320117583e-01,1.369107521229272173e+01
3.331355304248527391e+05,4.980119787948030978e+06,1.197807934885047748e-01,-2.216254321454801945e-01,1.413990285315217577e+01
3.331351076690674527e+05,4.980121433068085462e+06,1.171157231926434616e-01,-2.234801345198188238e-01,1.416065018215756943e+01
3.331345026261975290e+05,4.980123049597105943e+06,1.131952691112924486e-01,-2.302033761986718996e-01,1.438774001472188502e+01
3.331337062489159871e+05,4.980124593306356110e+06,1.084901186936977763e-01,-2.378633870169789832e-01,1.465128849103585651e+01
3.331327661535539664e+05,4.980126074069357477e+06,1.061589885519574755e-01,-2.461096599364457627e-01,1.500428127324112459e+01
3.331316972457908560e+05,4.980127458148435690e+06,1.036321427825921127e-01,-2.509642524710519740e-01,1.519067358202614670e+01
3.331305153010780341e+05,4.980128745131912641e+06,1.016094191818834314e-01,-2.520347499762465304e-01,1.520278513058553216e+01
3.331292127216532826e+05,4.980129946334390901e+06,1.002029585301218301e-01,-2.493653101719980336e-01,1.504251525056866967e+01
3.331278382835038938e+05,4.980131116064025089e+06,9.398032412294082816e-02,-2.403668007353150782e-01,1.447146032840386809e+01
3.331249924366388586e+05,4.980133369125436060e+06,8.252919189506165154e-02,-2.237831322077852292e-01,1.341531871214720439e+01
3.331235686440985883e+05,4.980134462330639362e+06,8.325233828579875484e-02,-2.130162207685594444e-01,1.288237980477325273e+01
3.331221688051093370e+05,4.980135566027193330e+06,8.477161006582560610e-02,-2.051023447081052886e-01,1.251288509142253602e+01
3.331208250503920717e+05,4.980136701608879492e+06,8.798773230621534380e-02,-2.045286763637552685e-01,1.255225987408119792e+01
3.331195771084059961e+05,4.980137879154901952e+06,8.992411687872577108e-02,-2.071860295660784002e-01,1.272723363185852463e+01
3.331184100736132823e+05,4.980139132402976044e+06,9.221318020508653679e-02,-2.136555472145488521e-01,1.309991601496979641e+01
3.331173090405089315e+05,4.980140495090838522e+06,9.492538670910620480e-02,-2.150092054187819068e-01,1.322625940148939350e+01
3.331163368207189487e+05,4.980141954462669790e+06,9.671224158925254000e-02,-2.076450701363982410e-01,1.290175038129729579e+01
3.331155568057297496e+05,4.980143519979950972e+06,1.012221353476013969e-01,-1.971310607597402398e-01,1.249483215623469512e+01
3.331143502146848477e+05,4.980146886346237734e+06,1.105212866925100040e-01,-1.771147293341299167e-01,1.179222177730781418e+01
3.331138748625200242e+05,4.980148632887195796e+06,1.154799214240172234e-01,-1.784895988507713971e-01,1.200178676527550259e+01
3.331134313513654633e+05,4.980150389713295735e+06,1.185129182018310884e-01,-1.798585068862411651e-01,1.215543255633949293e+01
3.331129796628343174e+05,4.980152135636662133e+06,1.198229969812313889e-01,-1.819717645249960825e-01,1.229145485533704196e+01
3.331125197969302535e+05,4.980153870657300577e+06,1.214633827335049321e-01,-1.809015669877848953e-01,1.229239081462693406e+01
3.331120432860285509e+05,4.980155572763770819e+06,1.230186223353727792e-01,-1.716234485519823605e-01,1.192337388132153819e+01
3.331115182894472964e+05,4.980157231671000831e+06,1.237637757106130609e-01,-1.569103135816680983e-01,1.130143356231638485e+01
3.331109056588084204e+05,4.980158859517145902e+06,1.241125470994152713e-01,-1.448502885029746001e-01,1.079943133144079326e+01
3.331101659557989915e+05,4.980160457331727259e+06,1.238690694156810573e-01,-1.424617342706782364e-01,1.069063374104285025e+01
3.331082705925088376e+05,4.980163441494653001e+06,1.266857851620273312e-01,-1.618637648322754918e-01,1.161514595078135770e+01
3.331071298377308995e+05,4.980164794105315581e+06,1.247452396909933259e-01,-1.678664271884023063e-01,1.181270545752187573e+01
3.331058763362241443e+05,4.980166060729508288e+06,1.216927938500610290e-01,-1.657606052944976538e-01,1.162003215841414772e+01
3.331045498163130251e+05,4.980167251446435228e+06,1.165462465378284407e-01,-1.566617191803061360e-01,1.104848236856737742e+01
3.331031669232865097e+05,4.980168399170332588e+06,1.123857947167884869e-01,-1.464007331119742128e-01,1.045704268037521167e+01
3.331017597877810476e+05,4.980169525294933468e+06,1.078894107276145570e-01,-1.424047512655678416e-01,1.012956505769613536e+01
3.331003444751125062e+05,4.980170640517103486e+06,1.014679532877472146e-01,-1.431593213454395996e-01,9.952469796209117092e+00
3.330989367605971638e+05,4.980171744425021112e+06,9.607106251167518707e-02,-1.491736388657483314e-01,1.006144055977425111e+01
3.330975290465657599e+05,4.980172848333262838e+06,9.046130266570451273e-02,-1.533957705798322524e-01,1.009754222400675872e+01
3.330947623959226185e+05,4.980175110458551906e+06,8.463502434006735242e-02,-1.529759789843069540e-01,9.916668547696083635e+00
3.330934271222835523e+05,4.980176268057819456e+06,8.824128063015689027e-02,-1.534582809738231080e-01,1.003848749716178013e+01
3.330921242697751150e+05,4.980177458159700036e+06,9.858526960269446693e-02,-1.553065253495419795e-01,1.042327398299674357e+01
3.330908538384012645e+05,4.980178680764174089e+06,1.117239584805180402e-01,-1.552622725291897543e-01,1.082881723905985005e+01
3.330896155381498393e+05,4.980179924762553535e+06,1.254890347331838185e-01,-1.563831324158748148e-01,1.133787859599378933e+01
3.330884017713854555e+05,4.980181201469413005e+06,1.355677748376414027e-01,-1.581205472149519453e-01,1.176538273101146359e+01
3.330872364910757169e+05,4.980182521375625394e+06,1.429842280617333872e-01,-1.592650191825137063e-01,1.208087555869353125e+01
3.330861354725087294e+05,4.980183884069308639e+06,1.483236927060814503e-01,-1.597811258303977189e-01,1.229881478860258248e+01
3.330850838104534196e+05,4.980185323288287967e+06,1.489842332177760686e-01,-1.561526404534003543e-01,1.217899194916476624e+01
3.330831501886409242e+05,4.980188352923582308e+06,1.453426497672281326e-01,-1.398916158516408381e-01,1.140509499627071932e+01
3.330822358082170249e+05,4.980189910837574862e+06,1.401690090851458736e-01,-1.333508201116982428e-01,1.094961238369697831e+01
3.330813377835954889e+05,4.980191490557177924e+06,1.325595812162268239e-01,-1.271510651771291245e-01,1.040823826605011782e+01
3.330804394694083603e+05,4.980193059168255888e+06,1.236705479870760238e-01,-1.232750654238265325e-01,9.904959794845670018e+00
3.330795248003513552e+05,4.980194605974013917e+06,1.155258986075462097e-01,-1.208843410315781491e-01,9.492621049223252783e+00
3.330786168592449394e+05,4.980196108139309101e+06,1.067120302761929707e-01,-1.135648707863550072e-01,8.857426878424949024e+00
3.330777077584342915e+05,4.980197565870075487e+06,9.853181420887613395e-02,-1.035945917421223494e-01,8.136426786417619184e+00
3.330767974978989223e+05,4.980198979166315868e+06,9.437817418869186292e-02,-9.530441787411347843e-02,7.639343278262627379e+00
3.330758773198689451e+05,4.980200314907965250e+06,8.999246380960591873e-02,-8.664485146518673131e-02,7.120721607716807178e+00
3.330740311641125008e+05,4.980202764218346216e+06,8.466915684383695406e-02,-8.167619418361056483e-02,6.709605355642556113e+00
3.330731130739386426e+05,4.980203877581129782e+06,7.753791402441435887e-02,-7.895895879151164365e-02,6.314917146736666709e+00
3.330722242141881725e+05,4.980204901250928640e+06,6.949723763043777480e-02,-7.629693790448774382e-02,5.892299344534946748e+00
3.330713569872375811e+05,4.980205846542341635e+06,6.215402327200435922e-02,-7.427595545590917614e-02,5.531877692784359368e+00
3.330705189906099695e+05,4.980206702140744776e+06,5.395965322171435846e-02,-7.211827226460840179e-02,5.146769662441569082e+00
3.330697026266918401e+05,4.980207479360741563e+06,4.761355745222604213e-02,-7.074948716752700595e-02,4.874344388427745756e+00
3.330689239607296186e+05,4.980208188899088651e+06,4.332834078044522225e-02,-7.011031676166044890e-02,4.711580571839024678e+00
3.330681903001898318e+05,4.980208808332486078e+06,3.999217138315275255e-02,-7.145315075892394452e-02,4.681141995854203763e+00
3.330674867399677169e+05,4.980209371398824267e+06,3.810103104986678479e-02,-7.208628084599379149e-02,4.661357578859429474e+00
3.330662163758730749e+05,4.980210293868548237e+06,3.640738012939299939e-02,-7.191088434420606079e-02,4.608188872941333614e+00
3.330656653471662430e+05,4.980210652859997936e+06,3.605043593824980297e-02,-7.105074277186129716e-02,4.555323872416023434e+00
3.330651599038316635e+05,4.980210943963759579e+06,3.568876530440513034e-02,-7.047422871125737232e-02,4.516734818746403590e+00
3.330646842706220923e+05,4.980211167591731064e+06,3.589918152870406193e-02,-6.933061263879219949e-02,4.464231207242371546e+00
3.330642463351311162e+05,4.980211323537951335e+06,3.617714036344869821e-02,-6.837035734163203482e-02,4.423120504832689370e+00
3.330638700502422871e+05,4.980211422293205746e+06,3.667947171743450585e-02,-6.713272288134040922e-02,4.374582865731137638e+00
3.330635475283308187e+05,4.980211464063446037e+06,3.763035543755961082e-02,-6.621114194989798085e-02,4.355094325999750993e+00
3.330632717519676080e+05,4.980211482380618341e+06,3.790480163394258084e-02,-6.529700039398604605e-02,4.317723762177748448e+00
3.330630427211492788e+05,4.980211477244723588e+06,3.896178283294777361e-02,-6.449484688358141093e-02,4.309087845266026839e+00
3.330626696828538552e+05,4.980211398055405356e+06,3.997496145901181103e-02,-6.319967572850976323e-02,4.276675000630647538e+00
3.330625186579580186e+05,4.980211357533941977e+06,4.087698324379018811e-02,-6.249019138328837375e-02,4.270481837110245316e+00
3.330623749405412818e+05,4.980211294589188881e+06,4.128045351979044847e-02,-6.210834887891537176e-02,4.264973292436939900e+00
